0.392687	11.788776	
11.788776	20.475243	
21.078469	28.903183	
29.454705	36.831308	
37.469004	44.983487	
45.621184	53.273548	
53.997420	56.117331	
56.599913	75.472296	
75.477728	91.207899	
91.690480	107.891430	
108.460186	120.559193	
121.334771	128.711373	
129.142250	136.363737	
137.027286	144.378036	
144.938175	152.607774	
153.150678	155.322295	
155.959992	173.419100	
173.420429	187.000321	
187.525991	202.330901	
202.873805	214.603486	
215.300278	222.435590	
222.969876	230.467124	
230.932471	238.240133	
238.688244	246.116552	
246.323373	256.388643	
256.391936	263.713541	
264.127182	271.262494	
271.676135	280.190251	
280.182228	286.670631	
287.135977	294.081704	
294.615990	301.785772	
302.216648	304.543381	
304.888082	325.759730	
325.766652	339.375422	
339.926944	352.301712	
352.904938	364.452424	
365.365881	372.087552	
372.501193	380.636138	
380.628309	387.030343	
387.599099	394.424180	
394.855057	397.095613	
397.733310	417.794912	
417.802686	431.669129	
432.186181	444.509243	
445.009060	456.453135	
457.073597	463.933148	
464.381259	471.102930	
471.585511	482.374654	
482.857235	495.111358	
495.645645	503.522064	
503.935705	511.519128	
511.967239	519.774718	
520.240065	527.668372	
527.665692	535.303501	
535.889492	543.386740	
543.938262	546.006468	
546.333934	567.188348	
567.184297	580.752335	
581.252151	596.487938	
597.091165	608.983351	
609.707223	616.894240	
617.342351	624.632779	
625.098125	632.405787	
632.819429	640.437322	
640.971609	643.194930	
643.350046	660.171457	
660.171457	675.424479	
675.872590	689.436577	
689.988098	702.345631	
703.121209	722.183177	
722.303822	732.610384	
733.144670	742.916945	
743.520172	769.562337	
