6.851926	21.503062	
21.518901	29.935215	
30.584057	37.780306	
38.458641	45.094526	
45.772861	52.172803	
52.821646	58.926660	
59.693473	65.916459	
66.594794	72.674448	
73.289664	79.361268	
79.984535	86.130641	
86.649913	92.872496	
93.521741	99.508784	
99.951176	106.191100	
106.852497	112.780554	
113.399903	119.399633	
119.947310	126.003899	
126.583195	132.525612	
133.042123	139.129879	
139.736994	145.679109	
146.313894	152.145787	
152.743329	158.584947	
159.025300	165.041836	
165.661185	171.600855	
172.090621	177.930200	
178.402085	184.286550	
184.743042	190.560603	
191.172477	197.054798	
197.660898	203.356369	
203.942869	209.795529	
210.460783	216.317242	
216.949204	222.646331	
223.319654	228.947901	
229.631118	235.304508	
235.942582	241.661114	
242.195060	247.907650	
248.418046	254.099149	
254.700017	260.345685	
260.834524	266.702291	
267.234467	272.866273	
273.545931	279.663164	
279.650945	285.084166	
285.785452	291.385737	
291.860974	297.577236	
298.113452	303.658665	
304.247959	309.850165	
310.352974	319.013584	
319.584227	325.012460	
325.630256	331.176442	
331.764763	337.312906	
337.840284	346.421290	
347.042045	352.447683	
353.088074	358.501594	
358.957145	364.500469	
365.091653	370.609416	
371.049203	376.663326	
377.154217	382.469577	
383.141260	388.771148	
389.275767	397.796979	
398.359557	403.878407	
404.317107	409.959836	
410.451614	415.903676	
416.497643	422.205247	
422.632150	428.176604	
428.825643	434.230515	
434.842178	440.201873	
440.740743	446.228266	
446.845757	452.447283	
453.009757	458.391123	
459.085279	464.555105	
465.013336	470.443909	
470.882408	476.497820	
476.957929	482.414142	
482.944972	488.495571	
488.991001	494.521964	
495.066522	500.575875	
500.994580	506.464679	
507.011116	512.463554	
513.027651	518.407394	
518.926216	524.433787	
524.913259	530.322591	
530.870809	536.459055	
536.828359	542.540484	
543.051345	548.566877	
549.156359	554.620788	
554.995938	560.592145	
561.130445	566.728610	
567.205967	572.892591	
573.399460	578.698842	
579.327517	584.670200	
585.167096	590.779146	
591.301603	597.025682	
597.495096	611.224854	
612.359478	627.845591	
627.843210	636.568727	
637.044971	644.769024	
645.361947	651.951164	
652.351746	658.968197	
659.312052	665.792605	
666.242865	672.479425	
672.967229	679.056174	
679.485143	685.908100	
686.445449	692.484849	
693.051841	699.199186	
699.599248	705.586291	
705.999191	712.105023	
712.576090	718.709290	
719.123497	725.203485	
725.582425	731.422503	
731.805410	737.971733	
738.352817	744.410893	
744.959209	751.042677	
751.447630	757.206659	
757.611630	763.694693	
764.041066	770.146080	
770.647458	776.693487	
777.194865	783.919228	
784.450099	795.837291	
796.247228	807.624777	
808.132836	819.384264	
819.988950	846.090099	
